ID#,Year,Month,Day,Year-Month-Day,School,District,Incident-Type,Incident-Description,Supporting-Materials,School-Response,Media-Coverage,Social-Media-Post,Other-Related,Reported-School,Reported-Police,Source(s),Incident-Notes,Hidden,Created By,Last Modified By,Last Modified
75,2023,12,null,2023 - 12 -  null,Chief Sealth,Seattle Public Schools,Teacher Issue,Pro-Palestinian flyers posted in history classroom of teacher known for anti-Israel rhetoric both in the classroom and on social media. Parents and students have filed complaints with the school about the curriculum and political views communicated in this teacher's classroom.,2023Dec-ChiefSealth.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/erKn0vtL4oMwCcu0wjAj7g/d0dK1EDlqaqV10wXeUfdyEaP68LUtrfmlPWstVxBS0a4MXJG5wMKR6Cw-scI4ycLvKB7r22Kuim3pgLlT3ab51RJ1z8jrnItdn5gsMcfZSbKcldrY108YeyCVWkRavJlh2eW4tQRVgBne27V4tZkh84vdPI0JuHEXHNepRRI9K0/ek06-zfBBdNO5Sk9XOXO3AWOGhMZZfaPYJiPYQDHs9k),,https://mynorthwest.com/3942942/rantz-seattle-teacher-investigated-for-antisemitic-lessons-called-rape-denier/,https://mynorthwest.com/3956520/rantz-seattle-teacher-ian-golash-hamas-rape-murder-aim-bds-boycott-israel-antisemitism/,,,,Press,,,Josh Herst,Our Team,5/16/2024 2:01pm
107,2023,12,null,2023 - 12 -  null,Redmond High School,Lake Washington School District,Teacher Issue,"The Muslim Student Association planned a student walkout during class to protest Israel. Although the school administration had stated that teachers were to continue teaching and remain neutral during the protest, one teacher told all of their students to leave their classroom and locked the door, so everyone would have to attend the protest. ",,,,,,,,Website,,,Our Team,Our Team,8/18/2024 5:17pm
53,2023,12,18,2023 - 12 -  18,Unknown (Issaquah),,Published Materials (Print or Online),"Issaquah Student League Instagram page featured and promoted ""Stop Genocide"" signs and messaging.",,,,https://www.instagram.com/p/C1AXpBIPgZP/?img_index=1,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/21/2024 1:26pm
54,2023,12,18,2023 - 12 -  18,Unknown (Bellevue),,Demonstration or Other Event,Rhetoric that expressed support for terror was present at an anti-Israel rally.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:38am
52,2023,12,14,2023 - 12 -  14,Sammammish High School,Bellevue School District,Demonstration or Other Event,"Student walkout. Demonstration during school hours, in front of the school's main doors, with multiple megaphones that could be heard clearly in classrooms. Repetitive chants of “Intifada, long live the Intifada,” calls for and explicitly celebrating violence against Jews, that the October 7th terrorist attack was ""justified,"" and that Israel is a ""colonial apartheid state"" committing ""genocide."" Perhaps organized by an outside group (Palestine Youth Movement). Jewish students reported feeling unsafe and targeted.","2023Dec14-SammamishHS.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/AJ0cARgcQRi95vbGWwe3Kw/izdHymGsVlvCYxdO0Qs2s2UgN8HO7_lgfTCGlAY2Fbt9EwEcuDqN7ALR6VToU361R4liFjne5zxAbbscbWmRmkqfaFZr95Qk7GbiIt0OdhwdmNpa3FTMUZw84HM9NA7qcDQ-KivkHPDS_IkTlvwACsA_pdvOvVzYBQrAH0cdb8c/DbLtgzbaYv8ONON7JQPu-qFnTFnz3lVcOzBIpvraDpQ),2024Dec14-SammamishHS-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/hicbKKRf8z3R5Jl3Y5Y0Ag/UvnKupo6vYqhgjSVo8bh2z7GS6iLPDpeAFUM-yzn179CiI2Z9TYWChbvY2GAiVi_3XTDNnrXu5JrwRzDVFQ8SnbHTYBzjVVu-Ezb3Nq4NZjhGGlEN6H3yf5jMkx9dW6mXypq1PbT0US-53rdH24VhoNeS_FWhV2wjg8IOjK05ZjneeC7LGnQ6QH15_ebxWRM/c9wrsV46fXjTkCNJ8soj5p-dPZ09nBu99QAY4SuIX7Y)",,,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:12pm
51,2023,12,13,2023 - 12 -  13,Franklin High School,Seattle Public Schools,Graffiti or Vandalism,"End Nationalism, Intifada and Viva Palestine graffiti on the wall surrounding the soccer/football field on school property.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:40pm
50,2023,12,12,2023 - 12 -  12,Margaret Mead Elementary School,Lake Washington School District,Bullying or Harassment,Student repeatedly told another student who is Jewish that he supports Hamas and believes all Jews should be exterminated.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:40pm
49,2023,12,10,2023 - 12 -  10,Redmond High School,Lake Washington School District,Published Materials (Print or Online),Flyer announcing Palestinian walk-out at the school has a swastika printed in the upper corner.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:41pm
47,2023,12,6,2023 - 12 -  6,Newport High School,Bellevue School District,Demonstration or Other Event,Student walkout. Promoted via social media posts “condemning all Zionism” and pressuring attendees to sign pre-drafted anti-Israel letters to Congress members calling for an end to all US support for Israel. Potentially organized by an outside group.,2023Dec6-Newport.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/a9Ktp2bv8t6JHA79AkVUVg/KGHlxODQ5dcXo9c4iKIvCXZqlnHZxbju6FPhGhBm_S5-5N7MCdV538NvyFTMTwNOdV2KuGj9eABZe7RtYfr58vAmLWlBD6nPzei4oDe5CTx2jBh-lUG6vQdJ5THr3XPO-udc0BQ2X1kFSURTaCTKURl-imF5N7mvsJs_Rw_GyDE/WCUvgYgPPchhKIiF3W1NeMy-i5o5BQ9lnRzMyvD0j_8),,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:19pm
34,2023,11,null,2023 - 11 -  null,Pine Lakes Middle School,Issaquah School District,Published Materials (Print or Online),plmsstudentsforpalestine IG account (no longer active),,,,https://www.instagram.com/plmsstudentsforpalestinealt?igsh=MzRlODBiNWFlZA%3D%3D,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:44pm
106,2023,11,null,2023 - 11 -  null,Redmond High School,Lake Washington School District,"Teacher Issue,Demonstration or Other Event","During class a student yelled that Israel and Israelis are Nazis. Another student in the class took offense to the statement. The teacher defended the student's right to say such comments as their right to “free speech”, even though the class subject was not about history, Middle East politics, or anything related to the topic. The teacher refused to discipline the student. ",,,,,,,,Website,,,Our Team,Our Team,8/18/2024 5:14pm
46,2023,11,30,2023 - 11 -  30,Evergreen High School,Highline School District,Published Materials (Print or Online),"A flyer stating, ""From the River to the Sea, Palestine will be Free"" was posted at the school.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:41pm
45,2023,11,29,2023 - 11 -  29,Issaquah High School,Issaquah School District,Demonstration or Other Event,Student walkout.,2023Nov29-Issaquah.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/_GtYVravqGc0vpe4DMfaeQ/NaKNKNixPX_jJsBivb8st2WIJLnYyivIW_Tif9VxPhspjSxhkr7gLbVs1bwayI4WasMOd2XgNK7DTjjPBBuZWiNenG2QYADijOb-CUJsqabEt2hNLCkf9xea2wyBXUR8pfy1fff2DB_lNTBqbCgCIT4sYcgmSd9vuKqEMUb5Abw/-OeMfseBkxg-Xw1tFB5e0T5EJPumm_h5iW04RGIG8AI),,,https://www.instagram.com/p/C0AP3C3vLED/?img_index=1,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:24pm
44,2023,11,20,2023 - 11 -  20,Unknown (Snoqualmie),,Demonstration or Other Event,"During a high school walkout for Palestine, students chanted ""From the river to the sea, Palestine will be free.""",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/21/2024 1:20pm
42,2023,11,17,2023 - 11 -  17,Unknown (Olympia),,Teacher Issue,"Student tasked to explain to other students (6th grade) why she does not believe in Jesus, why he is not her Lord and Savior, and why she doesn't believe he was resurrected.",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,4/2/2024 9:04am
43,2023,11,17,2023 - 11 -  17,Interlake High School,Bellevue School District,Demonstration or Other Event,"Student walkout. Students displayed slogans including “from the river to the sea, Palestine will be free,” and that Israel is committing (and U.S. is funding) ""genocide."" Multiple Jewish people complained to an on-site BSD rep that the slogans were threatening and made them feel unsafe. The rep said the slogans were acceptable.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:42pm
41,2023,11,16,2023 - 11 -  16,Lake Washington High School,Lake Washington School District,Teacher Issue,"History teacher gave an antisemitic lecture to his students, was very much pro-Hamas and anti-Israel.  An Israeli student was present.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:44pm
40,2023,11,14,2023 - 11 -  14,Unknown (Seattle),,Bullying or Harassment,"An elementary student told a Jewish student that they ""don't like Jews."" ",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:37am
39,2023,11,12,2023 - 11 -  12,Roosevelt High School,Seattle Public Schools,Graffiti or Vandalism,"Graffiti outside the school that read ""Globalize the intifada.""","2023Nov12-Roosevelt.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/m_OsG7jA4ExegiPWE6xSew/gZ3i3klrfk_ZtxnVfOg7EChMj2Sixlyc1H__7S0-SRZchrk4B1RJmmBdhzI2vCsbEFMCdYFHbwElvdh3DhbBpGcW0M3j07s1wl8dGFsM0aqCvRJkB9j9VxmB7SNHQIpQBz2nVwQBxupv0zFPPwOT1bvzomiHyK1tZD1FdAbNs9I/2U1a9tq2jadzWsJlxDxeY84Ig-F1LI4aJYCPGPB9USA),2023Nov-Roosevelt-Graffiti-2.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/nuC3CcJhCE8p4mwSI0KLCQ/sh3LXKId9dx-gGw2W3LK4Z_qTOPbys_PeGLPwHEWjxuqZbgSZpVv6h4SDs7jVMYRDXQYRIYJl2M_pNUPuBYdldMlA6wI7lH4RKC_QjS6X2Wzg864x4WAl5uClaIciQoBA-sIOHznbM6lqumRuRHlf5v7oOqhox8KWJkHDd9JCwh3n7juk7E4mb9S_S322WiF/OdPB_sLcvGfF8Tu182g7TP8W54OiqRkriN-hiCY5f18),2023Nov-Roosevelt-Graffiti-1.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/_yJmPrrBEx0tWHZ1dWqduw/ZoMNweWfudkQgqea32C_sXtOQuuFadQATJvkOtfgErcZz4D3bARNUifMMEChfiYdKyHV2O7iO6Cw5ylS5QaXfxBE7tJjSP1N_owyY01JEgBUYTTojSo5lWI9trqzwgvlrt8YFQqHMekDWKPidpuc9jABfSfFqyvihI7F7dnrWvKb3Nj5ckXATuJU4VTBB2E9/tt0CM7qzL_yfBPQkCjHrgTgLgY6PTgxUMdGs_hnMrGU)",,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:25pm
38,2023,11,10,2023 - 11 -  10,Nathan Hale High School,Seattle Public Schools,Demonstration or Other Event,"Student walkout. Per TikTok ""It was Nathan Hale HS that organized this!""",,,,https://www.tiktok.com/@toomeantobean/video/7299987980910087470,https://www.instagram.com/p/CzfHyhyJpsl/,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 2:14pm
36,2023,11,9,2023 - 11 -  9,Tillicum Middle School,Bellevue School District,Bullying or Harassment,"Woman disrupted morning drop-oﬀ, blocking cars in the line, grabbing signs that students were holding (re: school consolidation) and throwing them, pounding on windows and kicking cars screaming “Free Palestine” and calling everyone “racist.” School officials indicated that they ""do not believe this incident was antisemitic in nature.""",2023Nov-TillicumMS-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/GLJed1gb4qGuejI419sNVg/xnOrmRTZp2npJ9rxLw_AO0WaBNSPDWR_U-4xhff6OHVdbbnYRzn-sVhtOslAtSv3AvTWngsf2iht2QY4_5FtoAFJDhpud8Cf1JQRDpdnWbNapP-RTS9trCATbSXV7I3s11lzv5rxakXN4vfusrBba9U4y2m1tkTjAcBPk7hWj4OoPjWS0C6n3kQjHzzDWbcd/00xBZS0aVFT2s8CYF4ofQS4cOLeOij-nfWo1XtLKfSc),,https://news.yahoo.com/bellevue-parents-sounding-alarm-antisemitic-033807678.html,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/28/2024 2:26pm
37,2023,11,9,2023 - 11 -  9,Unknown (Seattle),,Bullying or Harassment,"A Jewish child wearing a yarmulke was harassed by classmates while walking home from school who yelled: ""Free Palestine"" and ""F*ck Jews.""  ",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
35,2023,11,3,2023 - 11 -  3,Kamiak High School,Mukilteo School District,Graffiti or Vandalism,A swastika was formed with zip ties and left at a high school.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:44pm
25,2023,10,null,2023 - 10 -  null,Mariner High School,Mukilteo School District,Teacher Issue,Teacher sent email to a co-worker encouraging support for an extremist organization that denies Hamas atrocities in Israel on October 7.,,,,,https://stopantisemitism.org/03/08/pro-hamas-washington-educator-busted-over-illegal-funding-of-terrorist-supporters/,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
26,2023,10,null,2023 - 10 -  null,Puesta del Sol Elementary,Bellevue School District,Bullying or Harassment,"Third grade Jewish student shared in class that she was sad, scared, and nervous about what was happening in Israel. Another student loudly told her that Israel was evil, and she was on the “bad” side.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
27,2023,10,null,2023 - 10 -  null,Highland Middle School,Bellevue School District,Bullying or Harassment,"Post October 7th, Palestinian flags hung throughout school hallways, on windows, lockers, boards, class doors, etc. Jewish students reported that being flooded with these images made them feel unsafe. One student taunted a Jewish student and asked if he saw all the flags around the school. 

Other incidents in the October 2023 time frame:

In the presence of a Jewish student, a group of kids loudly discussed being on ""Team Palestine"" and repeated misleading statements and conspiracy theories about Israel.

A group of students drew swastikas on the inside of book covers during a language arts class.

Multiple students repeatedly said ""Bomb Israel"" around a Jewish student and told her she should go back to Israel and die there.",,,https://komonews.com/news/local/bellevue-washington-seattle-school-antisemtic-antisemitism-schools-board-meeting-lake-washington-incident-on-the-rise-increase-surge-attack-tillicum-middle-consolidation-parents-education-jewish-israel-gaza-hamas-war-middle-east-israeli-american-council,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
83,2023,10,30,2023 - 10 -  30,Ballard High School,Seattle Public Schools,School Curriculum,"Reading list given to students studying the Arab-Israeli conflict predominantly included biased materials from Al Jazeera and Makan, a one-sided, pro-Palestinian, UK-based group. Follow up: The school principal responded to the parent complaint and agreed that the reading list lacked objectivity and indicated that they would speak with the school's History Department to ensure that this does not happen again.",2023Oct-BallardHS-Israel-Palestine-Conflict-Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/4UWao2-Ex0ErNRuMoMw_ag/TTwIkQC78SCTRixuDkrUmVsHddIQrfwJ1DXhJsDAr_DXJhRNQZn_ihsllJIR2MWUNycyRSNjWATNBLmyi7pTQgv6oK-IXcewmlDodNxgBH-9Jw4gSMFWrSyjVVj2pZCx57yHKhW5d775upIvVYBkFnyHJI2N6hXOIZbjsLwHVl19hAHqOhW0T0OA4LoxFpct44IyXRGqA3HK58nCKIn_UhzCiHFQ5DNX8Lak2APuP7M/1FO4hz6HqplBgLEj_ERlQF20Z5viIyRaYWuUovqgn6g),,,,,Yes,,Website,,,Our Team,Our Team,5/16/2024 1:58pm
33,2023,10,27,2023 - 10 -  27,Issaquah High School,Issaquah School District,Published Materials (Print or Online),"Biased presentation shared at ""Consciousness and Racial Empowerment (CARE) club""",2023Oct23-IssaquahHS-Care-Club-Presentation.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/tunpJ0XpxJD6AFJ217egfg/5H8wD_I4uAU07DayWoJqHAV01yEp2HUdIeifGYd7FaCYQEyn-Oz8WUVXGP_Y6NpI8c9wI6dBzlrD1B88v10XukBHYi1YGK7MmKuDyxJoJJTBKDm-6BcI7YiaCvhD8Nm1bOuGpaPXxRwQ0XMVzxjUw4uyFHHUYmmp8Q4DGKHmFLHkKm3laLm6QlEjkmePHTvr7dXlgVazqir9g3bhpbsuGg/WKkqPZmOF3TYHWaNRlcVlQaLSNJOXeqeGXF7R-g5zB8),,,https://www.instagram.com/p/C0G8IrCLcOe/,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
32,2023,10,26,2023 - 10 -  26,Unknown (Bellevue),,Bullying or Harassment,Jewish high school students were harassed with antisemitic comments and comments related to Israel.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:37am
31,2023,10,24,2023 - 10 -  24,Highland Middle School,Bellevue School District,Bullying or Harassment,"A Jewish student was harassed by classmates who shouted, ""Free Palestine"" in the Jewish student's face and called the student a ""bitch"" for being an ""Israel supporter."" Another Jewish student overheard this and has since felt nervous and unsafe at school.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
30,2023,10,19,2023 - 10 -  19,Cougar Mountain Middle School,Issaquah School District,Bullying or Harassment,School report indicates that a student sitting at a lunch table was saying “I hate Jewish people” and making the Nazi salute.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
29,2023,10,12,2023 - 10 -  12,Gateway Middle School,Everett Public Schools,Bullying or Harassment,"Snapchat photograph forwarded to a middle school student depicting a middle schooler from same school making a Nazi salute with the quote: ""These Jewish kids better watch themselves on Halloween.""",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
28,2023,10,6,2023 - 10 -  6,Harrison Preparatory School,Clover Park School District,Bullying or Harassment,"A Jewish student was harassed by classmates and told, ""get out of here Jew.""",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:45pm
7,2023,09,null,2023 - 09 -  null,The Northwest School,,Published Materials (Print or Online),"Two high school students baked a cake over the summer and decorated the cake with a swastika. The students took photos of the cake. Some time passed after which one or both students shared photos of the cake with other Northwest students. One of the students showed a photo of the cake to a Jewish student and laughed. The Jewish student reported the incident to the school. The school ""secured the services of Huayruro to guide our community through a restorative process that will include individual and group meetings."" There was no mandate for anyone to participate in this activity and it is not clear whether any Northwest students engaged in this ""restorative circle work."" The two students were suspended from school for a week.",2024Mar13-The-Northwest-School-Letter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/2es-BSIEPgVo4d35o6cuRw/IRxzL4y7AXRjvrG1-i_137OPM19pligaTW00wsXZCmoXiIIRyFoEKEkpX9lELedJm_T0Wok5JcsMF0DYKVCt9nbBWr7iJQF-GT8XrroRfSIKyyIKwjFQOf9kywgA5hLIVz0ZmCkoqN2LX-vdFf8tkBHVmP5KduuvdpZUHtwyzKxCcAAyNGbygom74IFGTEnK/rOBU0b8hAWi1NGajrczJN4gbLCXe3p4GVJX7txZJBKI),,,,,,,"From-Google-Sheet,Parent-Reported",,,Josh Herst,Our Team,4/14/2024 1:06pm
73,2023,09,28,2023 - 09 -  28,The Northwest School,,Published Materials (Print or Online),On an iPad at an entrance to the school a web browser was open and in the search bar were the words “kill Jews.” ,"2024Mar13-The-Northwest-School-Letter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/DB1BGsX5iIa4MCam9OLJ9A/7E4PZ4_0T4kG_kAMcxNCxnkwOwfJMq1VOOos-5TyXjLHa1-mAHHCadYooKcrrV8krBP7xfFRsNrM-fQnL0crsBY72dIIEtJoUr_Y2tse3_WHcBJpMA0-7TB4blkxY0mufQ6bMxFKcXSYSS2Ma5d0K4synXaXjB24p3Knlatr8WRLMFzRBc_Q4Ym8Dr56cAqJ/uxp-5bkKHZSCQOudBTfxDWNbNyH9YXT8hz7MKJyref4),2023Sep28-The-Northwest-School-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/hYxv8LjH3g7psKWlmlUyBQ/RHo-5ToegVUZB86gqnWeIbNANUS6EsKEk5WXoZUOV_B6wzWtAiZsfr4jLGJ8KXXt9QH_ex5s57ZDBMc0liqc0JYnJPeHFRAKUQutr0MNjEbAA94pbLiltiyBfcsdNYXEb8Iio1u1wXn3md_T1WhfV78jmWrHoH6GgvwSFAWshIan94hnOWw_IBA07Nf2iVIN7VNAZL4Dp2Hu6Zj3kH3Ebw/H_QKdNMdZ3b2JQX_Hj0ahktuOaWLjx2_nfFkJeYa92U)",,,,,Yes,,Parent-Reported,,,Josh Herst,Our Team,4/24/2024 11:23am
24,2023,09,12,2023 - 09 -  12,Unknown (Tacoma),,Bullying or Harassment,"A high school student asked a Jewish classmate: ""Are you from Jew Land?"" and when they said no, asked, ""Why did you get gassed?""",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
23,2023,09,11,2023 - 09 -  11,Unknown (Lakewood),,Bullying or Harassment,A student was subject to antisemitic harassment by classmates.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
21,2023,08,null,2023 - 08 -  null,Seattle Academy,,Bullying or Harassment,Students targeted on social media with antisemitic slurs and death threats.,,,,,,Yes,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:41am
22,2023,08,20,2023 - 08 -  20,Unknown (Monroe),,Graffiti or Vandalism,"Graffiti that read: ""jews control medival money [sic]"" was located on a sidewalk near a school.",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
20,2023,08,8,2023 - 08 -  8,Unknown (Seattle),,Graffiti or Vandalism,Lumber at a construction area at a school was arranged to form a swastika.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
17,2023,06,null,2023 - 06 -  null,Tillicum Middle School,Bellevue School District,Bullying or Harassment,"Jewish student was mocked for wearing a mask to cover up his “big Jewish nose. (Timing is estimate, late Spring)",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
18,2023,06,13,2023 - 06 -  13,Unknown (Liberty Lake),,Bullying or Harassment,"Student yelled, ""Oh my God, they're Jewish!"" then proceeded to say a number of insensitive things about Jews and made a Nazi salute.",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
19,2023,06,13,2023 - 06 -  13,Eastgate Elementary School,Bellevue School District,Bullying or Harassment,A student drew a swastika on a classmate's desk.,,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:46pm
15,2023,05,null,2023 - 05 -  null,Unknown (Bellevue),,Bullying or Harassment,A middle school student bullied a Jewish classmate with several antisemitic comments.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:41am
16,2023,05,31,2023 - 05 -  31,Unknown (Tacoma),,Bullying or Harassment,A student made an antisemitic comment to a staff member at a school.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
96,2023,04,16,2023 - 04 -  16,Seattle Academy,,Graffiti or Vandalism,"Similar to the incident in 2017 (incident #95), this vandalism targeted Temple De Hirsch. Seattle Academy leases space from the synagogue.",2023Apr16-TempleDeHirsch-Vandalism.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/kkz6-iSv-DCCPwZEbu_bLA/gGK1oJFuLzFanA72zHnnvP3SkvSZNP_0sOTOPV9Y6MqJGBtkRN29oFN099l7niaSEgtrkCH0bqBZb3yXl7QlXSb6B3EXth-_z-wbrs77uxoM7POGsU0MVzNYRMiAyV5nJ9lEXI0KAM9XxfnTZx3v3do9LJR1o4Jcu79mkK2hdVmMvdU95VsFTF9CGTc_cbZM/l0U9GPpemHeBp5a5RcHdUyv8pkPiBFXwHVNiFDH96_Y),,https://www.seattletimes.com/seattle-news/law-justice/capitol-hill-synagogue-vandalized-on-eve-of-holocaust-remembrance-day/,,https://www.cnn.com/2023/04/20/us/seattle-jewish-temple-hate-crime/index.html,,,Press,,,Our Team,Our Team,5/28/2024 3:40pm
14,2023,03,29,2023 - 03 -  29,Unknown (Sammamish),,Bullying or Harassment,"A middle school student sent a SnapChat stating, ""Yitler 2024"" and ""fuck jews f*ck biden i love yitler."" (sic)",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
13,2023,03,24,2023 - 03 -  24,Unknown (Sammamish),,Bullying or Harassment,13-year old boy was victim of antisemitic harassment at middle school.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:36am
12,2023,03,13,2023 - 03 -  13,Lincoln High School,Seattle Public Schools,School Administration,Principal forbid Jewish students from participating in a multicultural week to promote cultural visibility. Principal changed decision.,,,https://mynorthwest.com/3856966/rantz-no-whites-jews-allowed-seattle-school-multicultural-week-event/,,,,,From-Google-Sheet,"Received additional details from the Lincoln Jewish Student Union staff advisor. ""The incident reported on your site is something that I have inside knowledge of due to the fact that I was present when it occurred not only at Lincoln but inside the JSU. In short Lincoln students curate and put on a multicultural showcase during a multicultural week each year. This is almost entirely student driven and organized and does not have direct input for admin. The incident report on your site from last year's event states that the principal prohibited the JSU from participating in the showcase and that the information came from a news source. What occurred inside JSU at the time is that the student organizers of the showcase reached out to the JSU leadership and leadership at the time failed to follow through on participating and communicating in the showcase. They did however put up Jewish cultural informative posters around the school. Then the article was published misrepresenting the entire situation and driving an unnecessary wedge between groups of Lincoln students. This year under new JSU leadership the Jewish Students fully participated in the showcase as well as other aspects of multicultural week.""",checked,Josh Herst,Our Team,5/28/2024 12:51pm
11,2023,03,6,2023 - 03 -  6,Highland Middle School,Bellevue School District,Bullying or Harassment,"8th grade Jewish student was targeted by classmates who would say “Heil Hitler” and “gas chambers” and do a Nazi salute when she’s around, and other antisemitic vitriol. She didn’t tell anyone for a while, until it got out of hand in the classroom, when one of the kids started talking about the Holocaust to insult the Jewish student; when she talked back, the teacher told them to stop because they were making too much noise. Reported to the school principal on March 6th and to the school district (Nancy Pham) on March 10th.",,,,,,Yes,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:47pm
10,2023,03,2,2023 - 03 -  2,Unknown (Peninsula),,Bullying or Harassment,"9th grade student asking other students ""Are you a Jew?"" If they responded, ""Yes,"" he stated ""I am going to f*cking kill you.""",,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/29/2024 6:30pm
9,2023,02,13,2023 - 02 -  13,Tops K-8,Seattle Public Schools,Bullying or Harassment,"14 year-old student called a ""kike"" and bullied about being Jewish.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 2:14pm
8,2023,01,30,2023 - 01 -  30,Unknown (Seattle),,Bullying or Harassment,A student with a history of making antisemitic remarks harassed a Jewish classmate with anti-Israel comments.,,,,,,,,From-Google-Sheet,,,Josh Herst,Josh Herst,3/19/2024 10:35am
4,2023,,null,2023 -  -  null,Nathan Hale High School,Seattle Public Schools,Published Materials (Print or Online),Posters in the school. (No details),,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 2:15pm
5,2023,,null,2023 -  -  null,Lake Washington High School,Lake Washington School District,Demonstration or Other Event,"Student walkout and demonstration during school hours; people covered up with Keffiyehs (making it hard to tell if they were all students) and held posters saying Israel is committing “genocide,” and other propaganda.",,,,,,,,From-Google-Sheet,,,Josh Herst,Our Team,5/16/2024 3:47pm
6,2023,,null,2023 -  -  null,Garfield High School,Seattle Public Schools,Bullying or Harassment,Student reported harassment. (No details),,,,,,,,From-Google-Sheet,,checked,Josh Herst,Our Team,5/16/2024 2:15pm
72,2022,11,29,2022 - 11 -  29,The Northwest School,,Bullying or Harassment,Middle school student was teased (laughed at) by high school students for wearing a kippah.,,,,,,Yes,,Parent-Reported,,,Josh Herst,Josh Herst,4/8/2024 2:12pm
